1748536366.194744 server started (2348): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1748536366.194774 on Darwin 24.5.0 Darwin Kernel Version 24.5.0: Tue Apr 22 19:54:33 PDT 2025; root:xnu-11417.121.6~2/RELEASE_ARM64_T8122
1748536366.194781 using libevent 2.1.12-stable select
1748536366.194788 using utf8proc 2.10.0
1748536366.194793 using ncurses 6.5 20240427
1748536366.223272 args_parse_flags: next copy-pipe-and-cancel
1748536366.223274 args_parse: flags end at 2 of 3
1748536366.223276 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1748536366.223279 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1748536366.223281 args_parse_flags: next -Tcopy-mode-vi
1748536366.223283 args_parse_flag_argument: -T = copy-mode-vi
1748536366.223285 args_parse_flags: next Enter
1748536366.223287 args_parse: flags end at 2 of 4
1748536366.223289 args_parse: 2 = Enter (type STRING)
1748536366.223292 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1748536366.223297 cmd_parse_build_commands: bind-key -T copy-mode-vi Enter { send-keys -X copy-pipe-and-cancel }
1748536366.223300 cmdq_get_command: [bind-key/0x125046850] group 2024
1748536366.223302 cmdq_append <global>: [bind-key/0x125046850]
1748536366.223304 yylex_token: end at WS
1748536366.223306 yylex_token: bind
1748536366.223308 yylex_token: end at WS
1748536366.223310 yylex_token: -Tcopy-mode-vi
1748536366.223312 yylex_token: end at WS
1748536366.223313 yylex_token: C-u
1748536366.223315 yylex_token: end at WS
1748536366.223317 yylex_token: send
1748536366.223319 yylex_token: end at WS
1748536366.223320 yylex_token: -X
1748536366.223322 yylex_token: end at WS
1748536366.223324 yylex_token: halfpage-up
1748536366.223326 cmd_parse_build_commands 0:0: bind
1748536366.223328 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.223330 cmd_parse_build_commands 0:2: C-u
1748536366.223332 cmd_parse_build_commands 0:3 0:0: send
1748536366.223334 cmd_parse_build_commands 0:3 0:1: -X
1748536366.223338 cmd_parse_build_commands 0:3 0:2: halfpage-up
1748536366.223341 cmd_parse_build_commands 0:0: send
1748536366.223343 cmd_parse_build_commands 0:1: -X
1748536366.223345 cmd_parse_build_commands 0:2: halfpage-up
1748536366.223347 args_parse_flags: next -X
1748536366.223349 args_parse_flags: -X
1748536366.223351 args_parse_flags: next halfpage-up
1748536366.223353 args_parse: flags end at 2 of 3
1748536366.223355 args_parse: 2 = halfpage-up (type STRING)
1748536366.223359 cmd_parse_build_commands: send-keys -X halfpage-up
1748536366.223361 args_parse_flags: next -Tcopy-mode-vi
1748536366.223362 args_parse_flag_argument: -T = copy-mode-vi
1748536366.223364 args_parse_flags: next C-u
1748536366.223366 args_parse: flags end at 2 of 4
1748536366.223368 args_parse: 2 = C-u (type STRING)
1748536366.223371 args_parse: 3 = send-keys -X halfpage-up (type COMMANDS)
1748536366.223377 cmd_parse_build_commands: bind-key -T copy-mode-vi C-u { send-keys -X halfpage-up }
1748536366.223380 cmdq_get_command: [bind-key/0x125046cf0] group 2032
1748536366.223382 cmdq_append <global>: [bind-key/0x125046cf0]
1748536366.223384 yylex_token: end at WS
1748536366.223385 yylex_token: bind
1748536366.223387 yylex_token: end at WS
1748536366.223389 yylex_token: -Tcopy-mode-vi
1748536366.223391 yylex_token: end at WS
1748536366.223393 yylex_token: C-v
1748536366.223395 yylex_token: end at WS
1748536366.223396 yylex_token: send
1748536366.223398 yylex_token: end at WS
1748536366.223400 yylex_token: -X
1748536366.223402 yylex_token: end at WS
1748536366.223404 yylex_token: rectangle-toggle
1748536366.223406 cmd_parse_build_commands 0:0: bind
1748536366.223408 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.223410 cmd_parse_build_commands 0:2: C-v
1748536366.223412 cmd_parse_build_commands 0:3 0:0: send
1748536366.223413 cmd_parse_build_commands 0:3 0:1: -X
1748536366.223415 cmd_parse_build_commands 0:3 0:2: rectangle-toggle
1748536366.223417 cmd_parse_build_commands 0:0: send
1748536366.223419 cmd_parse_build_commands 0:1: -X
1748536366.223421 cmd_parse_build_commands 0:2: rectangle-toggle
1748536366.223424 args_parse_flags: next -X
1748536366.223425 args_parse_flags: -X
1748536366.223427 args_parse_flags: next rectangle-toggle
1748536366.223432 args_parse: flags end at 2 of 3
1748536366.223434 args_parse: 2 = rectangle-toggle (type STRING)
1748536366.223437 cmd_parse_build_commands: send-keys -X rectangle-toggle
1748536366.223439 args_parse_flags: next -Tcopy-mode-vi
1748536366.223441 args_parse_flag_argument: -T = copy-mode-vi
1748536366.223443 args_parse_flags: next C-v
1748536366.223445 args_parse: flags end at 2 of 4
1748536366.223447 args_parse: 2 = C-v (type STRING)
1748536366.223450 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
1748536366.223456 cmd_parse_build_commands: bind-key -T copy-mode-vi C-v { send-keys -X rectangle-toggle }
1748536366.223459 cmdq_get_command: [bind-key/0x125047180] group 2040
1748536366.223462 cmdq_append <global>: [bind-key/0x125047180]
1748536366.223463 yylex_token: end at WS
1748536366.223465 yylex_token: bind
1748536366.223467 yylex_token: end at WS
1748536366.223469 yylex_token: -Tcopy-mode-vi
1748536366.223471 yylex_token: end at WS
1748536366.223473 yylex_token: C-y
1748536366.223475 yylex_token: end at WS
1748536366.223476 yylex_token: send
1748536366.223478 yylex_token: end at WS
1748536366.223480 yylex_token: -X
1748536366.223482 yylex_token: end at WS
1748536366.223483 yylex_token: scroll-up
1748536366.223486 cmd_parse_build_commands 0:0: bind
1748536366.223487 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.223489 cmd_parse_build_commands 0:2: C-y
1748536366.223491 cmd_parse_build_commands 0:3 0:0: send
1748536366.223493 cmd_parse_build_commands 0:3 0:1: -X
1748536366.223495 cmd_parse_build_commands 0:3 0:2: scroll-up
1748536366.223497 cmd_parse_build_commands 0:0: send
1748536366.223499 cmd_parse_build_commands 0:1: -X
1748536366.223501 cmd_parse_build_commands 0:2: scroll-up
1748536366.223503 args_parse_flags: next -X
1748536366.223505 args_parse_flags: -X
1748536366.223511 args_parse_flags: next scroll-up
1748536366.223513 args_parse: flags end at 2 of 3
1748536366.223515 args_parse: 2 = scroll-up (type STRING)
1748536366.223518 cmd_parse_build_commands: send-keys -X scroll-up
1748536366.223520 args_parse_flags: next -Tcopy-mode-vi
1748536366.223522 args_parse_flag_argument: -T = copy-mode-vi
1748536366.223523 args_parse_flags: next C-y
1748536366.223525 args_parse: flags end at 2 of 4
1748536366.223527 args_parse: 2 = C-y (type STRING)
1748536366.223530 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1748536366.223536 cmd_parse_build_commands: bind-key -T copy-mode-vi C-y { send-keys -X scroll-up }
1748536366.223538 cmdq_get_command: [bind-key/0x1250475e0] group 2048
1748536366.223540 cmdq_append <global>: [bind-key/0x1250475e0]
1748536366.223542 yylex_token: end at WS
1748536366.223544 yylex_token: bind
1748536366.223546 yylex_token: end at WS
1748536366.223548 yylex_token: -Tcopy-mode-vi
1748536366.223550 yylex_token: end at WS
1748536366.223552 yylex_token: Escape
1748536366.223554 yylex_token: end at WS
1748536366.223555 yylex_token: send
1748536366.223557 yylex_token: end at WS
1748536366.223559 yylex_token: -X
1748536366.223561 yylex_token: end at WS
1748536366.223563 yylex_token: clear-selection
1748536366.223565 cmd_parse_build_commands 0:0: bind
1748536366.223567 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.223569 cmd_parse_build_commands 0:2: Escape
1748536366.223571 cmd_parse_build_commands 0:3 0:0: send
1748536366.223572 cmd_parse_build_commands 0:3 0:1: -X
1748536366.223574 cmd_parse_build_commands 0:3 0:2: clear-selection
1748536366.223577 cmd_parse_build_commands 0:0: send
1748536366.223578 cmd_parse_build_commands 0:1: -X
1748536366.223580 cmd_parse_build_commands 0:2: clear-selection
1748536366.223583 args_parse_flags: next -X
1748536366.223585 args_parse_flags: -X
1748536366.223589 args_parse_flags: next clear-selection
1748536366.223591 args_parse: flags end at 2 of 3
1748536366.223593 args_parse: 2 = clear-selection (type STRING)
1748536366.223596 cmd_parse_build_commands: send-keys -X clear-selection
1748536366.223598 args_parse_flags: next -Tcopy-mode-vi
1748536366.223600 args_parse_flag_argument: -T = copy-mode-vi
1748536366.223602 args_parse_flags: next Escape
1748536366.223605 args_parse: flags end at 2 of 4
1748536366.223607 args_parse: 2 = Escape (type STRING)
1748536366.223610 args_parse: 3 = send-keys -X clear-selection (type COMMANDS)
1748536366.223616 cmd_parse_build_commands: bind-key -T copy-mode-vi Escape { send-keys -X clear-selection }
1748536366.223618 cmdq_get_command: [bind-key/0x125047a80] group 2056
1748536366.223620 cmdq_append <global>: [bind-key/0x125047a80]
1748536366.223622 yylex_token: end at WS
1748536366.223624 yylex_token: bind
1748536366.223626 yylex_token: end at WS
1748536366.223628 yylex_token: -Tcopy-mode-vi
1748536366.223630 yylex_token: end at WS
1748536366.223632 yylex_token: Space
1748536366.223634 yylex_token: end at WS
1748536366.223635 yylex_token: send
1748536366.223637 yylex_token: end at WS
1748536366.223639 yylex_token: -X
1748536366.223641 yylex_token: end at WS
1748536366.223643 yylex_token: begin-selection
1748536366.223645 cmd_parse_build_commands 0:0: bind
1748536366.223647 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.223649 cmd_parse_build_commands 0:2: Space
1748536366.223651 cmd_parse_build_commands 0:3 0:0: send
1748536366.223653 cmd_parse_build_commands 0:3 0:1: -X
1748536366.223654 cmd_parse_build_commands 0:3 0:2: begin-selection
1748536366.223657 cmd_parse_build_commands 0:0: send
1748536366.223659 cmd_parse_build_commands 0:1: -X
1748536366.223660 cmd_parse_build_commands 0:2: begin-selection
1748536366.223663 args_parse_flags: next -X
1748536366.223665 args_parse_flags: -X
1748536366.223667 args_parse_flags: next begin-selection
1748536366.223668 args_parse: flags end at 2 of 3
1748536366.223670 args_parse: 2 = begin-selection (type STRING)
1748536366.223674 cmd_parse_build_commands: send-keys -X begin-selection
1748536366.223676 args_parse_flags: next -Tcopy-mode-vi
1748536366.223680 args_parse_flag_argument: -T = copy-mode-vi
1748536366.223682 args_parse_flags: next Space
1748536366.223683 args_parse: flags end at 2 of 4
1748536366.223685 args_parse: 2 = Space (type STRING)
1748536366.223690 args_parse: 3 = send-keys -X begin-selection (type COMMANDS)
1748536366.223696 cmd_parse_build_commands: bind-key -T copy-mode-vi Space { send-keys -X begin-selection }
1748536366.223699 cmdq_get_command: [bind-key/0x125047f10] group 2064
1748536366.223701 cmdq_append <global>: [bind-key/0x125047f10]
1748536366.223703 yylex_token: end at WS
1748536366.223704 yylex_token: bind
1748536366.223707 yylex_token: end at WS
1748536366.223708 yylex_token: -Tcopy-mode-vi
1748536366.223710 yylex_token: end at WS
1748536366.223712 yylex_token: $
1748536366.223714 yylex_token: end at WS
1748536366.223715 yylex_token: send
1748536366.223717 yylex_token: end at WS
1748536366.223719 yylex_token: -X
1748536366.223721 yylex_token: end at WS
1748536366.223723 yylex_token: end-of-line
1748536366.223725 cmd_parse_build_commands 0:0: bind
1748536366.223727 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.223729 cmd_parse_build_commands 0:2: $
1748536366.223731 cmd_parse_build_commands 0:3 0:0: send
1748536366.223732 cmd_parse_build_commands 0:3 0:1: -X
1748536366.223734 cmd_parse_build_commands 0:3 0:2: end-of-line
1748536366.223737 cmd_parse_build_commands 0:0: send
1748536366.223738 cmd_parse_build_commands 0:1: -X
1748536366.223740 cmd_parse_build_commands 0:2: end-of-line
1748536366.223743 args_parse_flags: next -X
1748536366.223745 args_parse_flags: -X
1748536366.223746 args_parse_flags: next end-of-line
1748536366.223748 args_parse: flags end at 2 of 3
1748536366.223750 args_parse: 2 = end-of-line (type STRING)
1748536366.223753 cmd_parse_build_commands: send-keys -X end-of-line
1748536366.223755 args_parse_flags: next -Tcopy-mode-vi
1748536366.223757 args_parse_flag_argument: -T = copy-mode-vi
1748536366.223759 args_parse_flags: next $
1748536366.223761 args_parse: flags end at 2 of 4
1748536366.223763 args_parse: 2 = $ (type STRING)
1748536366.223766 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1748536366.223771 cmd_parse_build_commands: bind-key -T copy-mode-vi \\$ { send-keys -X end-of-line }
1748536366.223774 cmdq_get_command: [bind-key/0x125048270] group 2072
1748536366.223776 cmdq_append <global>: [bind-key/0x125048270]
1748536366.223778 yylex_token: end at WS
1748536366.223780 yylex_token: bind
1748536366.223783 yylex_token: end at WS
1748536366.223784 yylex_token: -Tcopy-mode-vi
1748536366.223786 yylex_token: end at WS
1748536366.223788 yylex_token: ,
1748536366.223790 yylex_token: end at WS
1748536366.223791 yylex_token: send
1748536366.223793 yylex_token: end at WS
1748536366.223795 yylex_token: -X
1748536366.223797 yylex_token: end at WS
1748536366.223799 yylex_token: jump-reverse
1748536366.223801 cmd_parse_build_commands 0:0: bind
1748536366.223803 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.223805 cmd_parse_build_commands 0:2: ,
1748536366.223807 cmd_parse_build_commands 0:3 0:0: send
1748536366.223809 cmd_parse_build_commands 0:3 0:1: -X
1748536366.223811 cmd_parse_build_commands 0:3 0:2: jump-reverse
1748536366.223813 cmd_parse_build_commands 0:0: send
1748536366.223815 cmd_parse_build_commands 0:1: -X
1748536366.223817 cmd_parse_build_commands 0:2: jump-reverse
1748536366.223819 args_parse_flags: next -X
1748536366.223821 args_parse_flags: -X
1748536366.223823 args_parse_flags: next jump-reverse
1748536366.223825 args_parse: flags end at 2 of 3
1748536366.223827 args_parse: 2 = jump-reverse (type STRING)
1748536366.223830 cmd_parse_build_commands: send-keys -X jump-reverse
1748536366.223832 args_parse_flags: next -Tcopy-mode-vi
1748536366.223834 args_parse_flag_argument: -T = copy-mode-vi
1748536366.223835 args_parse_flags: next ,
1748536366.223837 args_parse: flags end at 2 of 4
1748536366.223839 args_parse: 2 = , (type STRING)
1748536366.223842 args_parse: 3 = send-keys -X jump-reverse (type COMMANDS)
1748536366.223848 cmd_parse_build_commands: bind-key -T copy-mode-vi , { send-keys -X jump-reverse }
1748536366.223853 cmdq_get_command: [bind-key/0x125048570] group 2080
1748536366.223855 cmdq_append <global>: [bind-key/0x125048570]
1748536366.223857 yylex_token: end at WS
1748536366.223859 yylex_token: bind
1748536366.223861 yylex_token: end at WS
1748536366.223863 yylex_token: -Tcopy-mode-vi
1748536366.223865 yylex_token: end at WS
1748536366.223867 yylex_token: /
1748536366.223869 yylex_token: end at WS
1748536366.223871 yylex_token: command-prompt
1748536366.223873 yylex_token: end at WS
1748536366.223874 yylex_token: -T
1748536366.223876 yylex_token: end at WS
1748536366.223878 yylex_token: search
1748536366.223880 yylex_token: end at WS
1748536366.223882 yylex_token: -p(search down)
1748536366.223884 yylex_token: end at WS
1748536366.223886 yylex_token: send
1748536366.223888 yylex_token: end at WS
1748536366.223889 yylex_token: -X
1748536366.223891 yylex_token: end at WS
1748536366.223893 yylex_token: search-forward
1748536366.223895 yylex_token: end at WS
1748536366.223897 yylex_token: %%
1748536366.223899 cmd_parse_build_commands 0:0: bind
1748536366.223901 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.223903 cmd_parse_build_commands 0:2: /
1748536366.223905 cmd_parse_build_commands 0:3 0:0: command-prompt
1748536366.223907 cmd_parse_build_commands 0:3 0:1: -T
1748536366.223908 cmd_parse_build_commands 0:3 0:2: search
1748536366.223910 cmd_parse_build_commands 0:3 0:3: -p(search down)
1748536366.223912 cmd_parse_build_commands 0:3 0:4 0:0: send
1748536366.223914 cmd_parse_build_commands 0:3 0:4 0:1: -X
1748536366.223916 cmd_parse_build_commands 0:3 0:4 0:2: search-forward
1748536366.223918 cmd_parse_build_commands 0:3 0:4 0:3: %%
1748536366.223920 cmd_parse_build_commands 0:0: command-prompt
1748536366.223922 cmd_parse_build_commands 0:1: -T
1748536366.223924 cmd_parse_build_commands 0:2: search
1748536366.223926 cmd_parse_build_commands 0:3: -p(search down)
1748536366.223928 cmd_parse_build_commands 0:4 0:0: send
1748536366.223929 cmd_parse_build_commands 0:4 0:1: -X
1748536366.223931 cmd_parse_build_commands 0:4 0:2: search-forward
1748536366.223933 cmd_parse_build_commands 0:4 0:3: %%
1748536366.223936 cmd_parse_build_commands 0:0: send
1748536366.223938 cmd_parse_build_commands 0:1: -X
1748536366.223939 cmd_parse_build_commands 0:2: search-forward
1748536366.223941 cmd_parse_build_commands 0:3: %%
1748536366.223944 args_parse_flags: next -X
1748536366.223946 args_parse_flags: -X
1748536366.223948 args_parse_flags: next search-forward
1748536366.223950 args_parse: flags end at 2 of 4
1748536366.223951 args_parse: 2 = search-forward (type STRING)
1748536366.223953 args_parse: 3 = %% (type STRING)
1748536366.223958 cmd_parse_build_commands: send-keys -X search-forward "%%"
1748536366.223960 args_parse_flags: next -T
1748536366.223962 args_parse_flag_argument: -T = search
1748536366.223964 args_parse_flags: next -p(search down)
1748536366.223965 args_parse_flag_argument: -p = (search down)
1748536366.223967 args_parse: flags end at 4 of 5
1748536366.223971 args_parse: 4 = send-keys -X search-forward "%%" (type COMMANDS)
1748536366.223978 cmd_parse_build_commands: command-prompt -T search -p "(search down)" { send-keys -X search-forward "%%" }
1748536366.223980 args_parse_flags: next -Tcopy-mode-vi
1748536366.223981 args_parse_flag_argument: -T = copy-mode-vi
1748536366.223983 args_parse_flags: next /
1748536366.223985 args_parse: flags end at 2 of 4
1748536366.223987 args_parse: 2 = / (type STRING)
1748536366.223995 args_parse: 3 = command-prompt -T search -p "(search down)" { send-keys -X search-forward "%%" } (type COMMANDS)
1748536366.224004 cmd_parse_build_commands: bind-key -T copy-mode-vi / { command-prompt -T search -p "(search down)" { send-keys -X search-forward "%%" } }
1748536366.224008 cmdq_get_command: [bind-key/0x125048ef0] group 2088
1748536366.224010 cmdq_append <global>: [bind-key/0x125048ef0]
1748536366.224012 yylex_token: end at WS
1748536366.224014 yylex_token: bind
1748536366.224016 yylex_token: end at WS
1748536366.224018 yylex_token: -Tcopy-mode-vi
1748536366.224022 yylex_token: end at WS
1748536366.224024 yylex_token: 0
1748536366.224026 yylex_token: end at WS
1748536366.224027 yylex_token: send
1748536366.224029 yylex_token: end at WS
1748536366.224031 yylex_token: -X
1748536366.224033 yylex_token: end at WS
1748536366.224035 yylex_token: start-of-line
1748536366.224037 cmd_parse_build_commands 0:0: bind
1748536366.224039 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.224041 cmd_parse_build_commands 0:2: 0
1748536366.224043 cmd_parse_build_commands 0:3 0:0: send
1748536366.224045 cmd_parse_build_commands 0:3 0:1: -X
1748536366.224047 cmd_parse_build_commands 0:3 0:2: start-of-line
1748536366.224050 cmd_parse_build_commands 0:0: send
1748536366.224051 cmd_parse_build_commands 0:1: -X
1748536366.224053 cmd_parse_build_commands 0:2: start-of-line
1748536366.224056 args_parse_flags: next -X
1748536366.224058 args_parse_flags: -X
1748536366.224059 args_parse_flags: next start-of-line
1748536366.224061 args_parse: flags end at 2 of 3
1748536366.224063 args_parse: 2 = start-of-line (type STRING)
1748536366.224066 cmd_parse_build_commands: send-keys -X start-of-line
1748536366.224068 args_parse_flags: next -Tcopy-mode-vi
1748536366.224070 args_parse_flag_argument: -T = copy-mode-vi
1748536366.224072 args_parse_flags: next 0
1748536366.224074 args_parse: flags end at 2 of 4
1748536366.224076 args_parse: 2 = 0 (type STRING)
1748536366.224079 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1748536366.224084 cmd_parse_build_commands: bind-key -T copy-mode-vi 0 { send-keys -X start-of-line }
1748536366.224087 cmdq_get_command: [bind-key/0x125049240] group 2100
1748536366.224089 cmdq_append <global>: [bind-key/0x125049240]
1748536366.224091 yylex_token: end at WS
1748536366.224093 yylex_token: bind
1748536366.224095 yylex_token: end at WS
1748536366.224097 yylex_token: -Tcopy-mode-vi
1748536366.224098 yylex_token: end at WS
1748536366.224100 yylex_token: 1
1748536366.224102 yylex_token: end at WS
1748536366.224104 yylex_token: command-prompt
1748536366.224106 yylex_token: end at WS
1748536366.224108 yylex_token: -Np(repeat)
1748536366.224110 yylex_token: end at WS
1748536366.224112 yylex_token: -I1
1748536366.224114 yylex_token: end at WS
1748536366.224115 yylex_token: send
1748536366.224117 yylex_token: end at WS
1748536366.224119 yylex_token: -N
1748536366.224121 yylex_token: end at WS
1748536366.224122 yylex_token: %%
1748536366.224125 cmd_parse_build_commands 0:0: bind
1748536366.224127 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.224129 cmd_parse_build_commands 0:2: 1
1748536366.224131 cmd_parse_build_commands 0:3 0:0: command-prompt
1748536366.224132 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1748536366.224134 cmd_parse_build_commands 0:3 0:2: -I1
1748536366.224136 cmd_parse_build_commands 0:3 0:3 0:0: send
1748536366.224138 cmd_parse_build_commands 0:3 0:3 0:1: -N
1748536366.224140 cmd_parse_build_commands 0:3 0:3 0:2: %%
1748536366.224142 cmd_parse_build_commands 0:0: command-prompt
1748536366.224144 cmd_parse_build_commands 0:1: -Np(repeat)
1748536366.224146 cmd_parse_build_commands 0:2: -I1
1748536366.224148 cmd_parse_build_commands 0:3 0:0: send
1748536366.224150 cmd_parse_build_commands 0:3 0:1: -N
1748536366.224152 cmd_parse_build_commands 0:3 0:2: %%
1748536366.224154 cmd_parse_build_commands 0:0: send
1748536366.224156 cmd_parse_build_commands 0:1: -N
1748536366.224158 cmd_parse_build_commands 0:2: %%
1748536366.224160 args_parse_flags: next -N
1748536366.224162 args_parse_flag_argument: -N = %%
1748536366.224164 args_parse: flags end at 3 of 3
1748536366.224167 cmd_parse_build_commands: send-keys -N "%%"
1748536366.224169 args_parse_flags: next -Np(repeat)
1748536366.224171 args_parse_flags: -N
1748536366.224173 args_parse_flag_argument: -p = (repeat)
1748536366.224175 args_parse_flags: next -I1
1748536366.224177 args_parse_flag_argument: -I = 1
1748536366.224179 args_parse: flags end at 3 of 4
1748536366.224182 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1748536366.224187 cmd_parse_build_commands: command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1748536366.224193 args_parse_flags: next -Tcopy-mode-vi
1748536366.224195 args_parse_flag_argument: -T = copy-mode-vi
1748536366.224197 args_parse_flags: next 1
1748536366.224199 args_parse: flags end at 2 of 4
1748536366.224200 args_parse: 2 = 1 (type STRING)
1748536366.224206 args_parse: 3 = command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1748536366.224213 cmd_parse_build_commands: bind-key -T copy-mode-vi 1 { command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } }
1748536366.224216 cmdq_get_command: [bind-key/0x125049a10] group 2108
1748536366.224218 cmdq_append <global>: [bind-key/0x125049a10]
1748536366.224220 yylex_token: end at WS
1748536366.224222 yylex_token: bind
1748536366.224224 yylex_token: end at WS
1748536366.224226 yylex_token: -Tcopy-mode-vi
1748536366.224228 yylex_token: end at WS
1748536366.224230 yylex_token: 2
1748536366.224232 yylex_token: end at WS
1748536366.224234 yylex_token: command-prompt
1748536366.224236 yylex_token: end at WS
1748536366.224238 yylex_token: -Np(repeat)
1748536366.224240 yylex_token: end at WS
1748536366.224242 yylex_token: -I2
1748536366.224243 yylex_token: end at WS
1748536366.224245 yylex_token: send
1748536366.224247 yylex_token: end at WS
1748536366.224249 yylex_token: -N
1748536366.224250 yylex_token: end at WS
1748536366.224252 yylex_token: %%
1748536366.224254 cmd_parse_build_commands 0:0: bind
1748536366.224256 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.224258 cmd_parse_build_commands 0:2: 2
1748536366.224260 cmd_parse_build_commands 0:3 0:0: command-prompt
1748536366.224262 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1748536366.224264 cmd_parse_build_commands 0:3 0:2: -I2
1748536366.224266 cmd_parse_build_commands 0:3 0:3 0:0: send
1748536366.224268 cmd_parse_build_commands 0:3 0:3 0:1: -N
1748536366.224270 cmd_parse_build_commands 0:3 0:3 0:2: %%
1748536366.224272 cmd_parse_build_commands 0:0: command-prompt
1748536366.224274 cmd_parse_build_commands 0:1: -Np(repeat)
1748536366.224276 cmd_parse_build_commands 0:2: -I2
1748536366.224277 cmd_parse_build_commands 0:3 0:0: send
1748536366.224279 cmd_parse_build_commands 0:3 0:1: -N
1748536366.224281 cmd_parse_build_commands 0:3 0:2: %%
1748536366.224283 cmd_parse_build_commands 0:0: send
1748536366.224285 cmd_parse_build_commands 0:1: -N
1748536366.224287 cmd_parse_build_commands 0:2: %%
1748536366.224289 args_parse_flags: next -N
1748536366.224291 args_parse_flag_argument: -N = %%
1748536366.224293 args_parse: flags end at 3 of 3
1748536366.224296 cmd_parse_build_commands: send-keys -N "%%"
1748536366.224298 args_parse_flags: next -Np(repeat)
1748536366.224300 args_parse_flags: -N
1748536366.224302 args_parse_flag_argument: -p = (repeat)
1748536366.224304 args_parse_flags: next -I2
1748536366.224306 args_parse_flag_argument: -I = 2
1748536366.224308 args_parse: flags end at 3 of 4
1748536366.224310 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1748536366.224316 cmd_parse_build_commands: command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" }
1748536366.224318 args_parse_flags: next -Tcopy-mode-vi
1748536366.224320 args_parse_flag_argument: -T = copy-mode-vi
1748536366.224321 args_parse_flags: next 2
1748536366.224323 args_parse: flags end at 2 of 4
1748536366.224325 args_parse: 2 = 2 (type STRING)
1748536366.224331 args_parse: 3 = command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1748536366.224338 cmd_parse_build_commands: bind-key -T copy-mode-vi 2 { command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" } }
1748536366.224341 cmdq_get_command: [bind-key/0x12504a120] group 2120
1748536366.224343 cmdq_append <global>: [bind-key/0x12504a120]
1748536366.224345 yylex_token: end at WS
1748536366.224347 yylex_token: bind
1748536366.224349 yylex_token: end at WS
1748536366.224351 yylex_token: -Tcopy-mode-vi
1748536366.224353 yylex_token: end at WS
1748536366.224354 yylex_token: 3
1748536366.224357 yylex_token: end at WS
1748536366.224358 yylex_token: command-prompt
1748536366.224361 yylex_token: end at WS
1748536366.224365 yylex_token: -Np(repeat)
1748536366.224367 yylex_token: end at WS
1748536366.224368 yylex_token: -I3
1748536366.224370 yylex_token: end at WS
1748536366.224372 yylex_token: send
1748536366.224374 yylex_token: end at WS
1748536366.224375 yylex_token: -N
1748536366.224377 yylex_token: end at WS
1748536366.224379 yylex_token: %%
1748536366.224381 cmd_parse_build_commands 0:0: bind
1748536366.224383 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.224385 cmd_parse_build_commands 0:2: 3
1748536366.224387 cmd_parse_build_commands 0:3 0:0: command-prompt
1748536366.224389 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1748536366.224391 cmd_parse_build_commands 0:3 0:2: -I3
1748536366.224393 cmd_parse_build_commands 0:3 0:3 0:0: send
1748536366.224394 cmd_parse_build_commands 0:3 0:3 0:1: -N
1748536366.224396 cmd_parse_build_commands 0:3 0:3 0:2: %%
1748536366.224399 cmd_parse_build_commands 0:0: command-prompt
1748536366.224401 cmd_parse_build_commands 0:1: -Np(repeat)
1748536366.224402 cmd_parse_build_commands 0:2: -I3
1748536366.224404 cmd_parse_build_commands 0:3 0:0: send
1748536366.224406 cmd_parse_build_commands 0:3 0:1: -N
1748536366.224408 cmd_parse_build_commands 0:3 0:2: %%
1748536366.224411 cmd_parse_build_commands 0:0: send
1748536366.224413 cmd_parse_build_commands 0:1: -N
1748536366.224415 cmd_parse_build_commands 0:2: %%
